serial,ad_name,ad_set_name,amount_spent,max_roas,scroll_stop_30,hook_hold_rate_40,hold_rate_20,frequency,reach,results,result_rate,cpr,cpc,ctr,3_sec_video,25_play,50_play,75_play,100_play
259,ad_id_1622,ad_set_065,43.3,0.0,50.6,14.79,7.48,1.17,1005,0,0.0,0.0,2.89,1.28,595,104,62,39,31
260,ad_id_131,ad_set_098,736.01,1.48,37.55,40.31,15.14,1.79,11397,24,11.79,30.67,1.22,2.95,7641,3558,2005,1393,969
261,ad_id_1611,ad_set_018,256.98,1.73,57.68,23.08,13.31,1.33,8046,11,10.25,23.36,0.84,2.86,6192,1741,778,527,401
262,ad_id_206,ad_set_020,13.73,0.0,30.09,47.37,14.25,1.15,383,0,0.0,0.0,0.92,3.39,133,67,28,20,12
263,ad_id_1185,ad_set_036,0.33,0.0,50.0,60.0,30.0,1.11,9,0,0.0,0.0,0.33,10.0,5,3,2,1,1
264,ad_id_267,ad_set_054,13.05,0.0,30.42,38.36,11.67,1.17,412,0,0.0,0.0,0.59,4.58,146,64,39,28,20
265,ad_id_581,ad_set_086,3.46,0.0,32.86,43.48,14.29,1.06,66,0,0.0,0.0,3.46,1.43,23,11,8,4,2
266,ad_id_1175,ad_set_086,1.19,0.0,27.03,40.0,10.81,1.23,30,0,0.0,0.0,0.6,5.41,10,4,3,1,1
267,ad_id_1312,ad_set_071,6.5,0.0,28.24,49.18,13.89,1.06,203,0,0.0,0.0,3.25,0.93,61,30,15,9,6
268,ad_id_1016,ad_set_009,4.5,0.0,27.44,26.67,7.32,1.06,154,0,0.0,0.0,2.25,1.22,45,12,8,5,4
269,ad_id_251,ad_set_067,3.83,0.0,34.83,45.16,15.73,1.06,84,0,0.0,0.0,1.92,2.25,31,14,10,5,2
270,ad_id_1189,ad_set_031,6.53,0.0,36.8,43.48,16.0,1.09,115,0,0.0,0.0,6.53,0.8,46,20,16,12,10
271,ad_id_113,ad_set_081,1.23,0.0,40.54,33.33,13.51,1.03,36,0,0.0,0.0,0.62,5.41,15,7,3,3,2
272,ad_id_1018,ad_set_090,6.6,0.0,28.92,45.83,13.25,1.11,149,0,0.0,0.0,1.65,2.41,48,24,15,11,7
273,ad_id_749,ad_set_104,2.61,0.0,37.93,40.91,15.52,1.05,55,0,0.0,0.0,1.31,3.45,22,9,7,4,4
274,ad_id_151,ad_set_033,16.85,0.0,28.87,31.79,9.18,1.18,444,0,0.0,0.0,1.05,3.06,151,55,23,18,13
275,ad_id_635,ad_set_019,914.66,1.95,43.27,41.84,18.11,1.09,31077,45,13.28,20.33,0.82,3.29,14659,7531,4793,3626,2460
276,ad_id_1271,ad_set_012,136.27,0.88,38.11,47.21,17.99,1.49,3023,3,6.64,45.42,0.97,3.12,1722,1086,735,486,257
277,ad_id_942,ad_set_086,211.2,1.61,39.28,39.22,15.4,1.39,4251,8,13.53,26.4,1.2,2.98,2323,1124,688,485,272
278,ad_id_1783,ad_set_010,720.46,2.0,42.17,33.84,14.27,1.57,14392,37,16.35,19.47,0.95,3.34,9543,3563,1952,1135,731
279,ad_id_1077,ad_set_001,630.28,1.3,61.33,26.11,16.01,1.93,8556,20,12.09,31.51,1.26,3.02,10149,2899,1693,1158,768
280,ad_id_1345,ad_set_059,526.1,2.84,32.99,49.09,16.19,1.39,8242,34,29.73,15.47,1.06,4.34,3773,2166,1412,1014,614
281,ad_id_1756,ad_set_001,1231.76,1.42,32.31,44.95,14.52,1.6,22941,31,8.46,39.73,0.95,3.55,11843,6323,4085,2904,1763
282,ad_id_872,ad_set_021,42.14,4.27,35.85,38.38,13.76,1.18,1076,4,31.45,10.54,1.0,3.3,456,222,112,96,60
283,ad_id_1731,ad_set_102,1614.49,1.24,49.27,39.26,19.35,1.24,42110,49,9.39,32.95,0.99,3.13,25710,13143,7670,6345,4259
284,ad_id_89,ad_set_067,9.03,0.0,29.84,35.96,10.73,1.08,354,0,0.0,0.0,0.75,3.14,114,55,35,29,18
285,ad_id_983,ad_set_023,10.65,0.0,36.22,23.94,8.67,1.12,350,0,0.0,0.0,2.13,1.28,142,54,26,22,14
286,ad_id_417,ad_set_066,4195.43,1.9,31.88,41.46,13.22,1.69,101715,197,11.45,21.3,0.83,2.95,54839,27578,17243,13318,8969
287,ad_id_1207,ad_set_104,2362.76,2.49,35.39,48.2,17.06,1.72,48287,141,17.01,16.76,0.69,4.16,29346,16656,10951,8069,5026
288,ad_id_6,ad_set_097,0.69,0.0,37.93,36.36,13.79,1.07,27,0,0.0,0.0,0.69,3.45,11,4,2,1,0
289,ad_id_557,ad_set_069,0.29,0.0,46.15,33.33,15.38,1.0,13,0,0.0,0.0,0.29,7.69,6,2,1,0,0
290,ad_id_708,ad_set_034,5.23,0.0,39.16,41.07,16.08,1.03,139,0,0.0,0.0,0.75,4.9,56,26,17,12,9
291,ad_id_663,ad_set_031,1.19,0.0,46.15,25.0,11.54,1.04,25,0,0.0,0.0,0.0,0.0,12,3,3,2,1
292,ad_id_724,ad_set_072,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
293,ad_id_986,ad_set_047,5.57,7.0,43.98,23.29,10.24,1.05,158,1,60.24,5.57,1.11,3.01,73,19,10,7,5
294,ad_id_130,ad_set_077,1.88,0.0,40.0,41.67,16.67,1.03,58,0,0.0,0.0,0.0,0.0,24,10,8,7,4
295,ad_id_976,ad_set_020,0.63,0.0,23.53,25.0,5.88,1.0,17,0,0.0,0.0,0.63,5.88,4,1,0,0,0
296,ad_id_188,ad_set_098,3.89,0.0,67.69,45.45,30.77,1.0,65,0,0.0,0.0,1.95,3.08,44,25,16,9,5
297,ad_id_1475,ad_set_094,2.82,0.0,39.58,21.05,8.33,1.02,94,0,0.0,0.0,2.82,1.04,38,9,5,1,1
298,ad_id_1088,ad_set_100,0.18,0.0,12.5,0.0,0.0,1.0,8,0,0.0,0.0,0.0,0.0,1,0,0,0,0
299,ad_id_159,ad_set_038,0.16,0.0,16.67,0.0,0.0,1.0,6,0,0.0,0.0,0.16,16.67,1,0,0,0,0
300,ad_id_503,ad_set_007,57.55,1.35,35.72,34.97,12.49,1.12,2151,2,8.33,28.78,0.9,2.66,858,409,225,190,139
301,ad_id_265,ad_set_007,7144.99,1.9,50.15,37.74,18.92,1.7,151019,327,12.74,21.85,0.93,3.0,128768,63441,37606,31846,21792
302,ad_id_4,ad_set_113,78.93,4.51,35.93,32.93,11.83,1.16,2944,8,23.37,9.87,0.97,2.37,1230,538,314,263,174
303,ad_id_734,ad_set_073,50.83,0.77,34.48,31.4,10.83,1.14,2061,1,4.26,50.83,0.98,2.22,809,346,196,164,110
304,ad_id_73,ad_set_031,24680.51,2.18,32.44,47.29,15.34,3.09,218577,1219,18.06,20.25,0.85,4.28,218901,123308,79890,58022,36554
305,ad_id_1647,ad_set_018,141.24,1.69,30.72,41.85,12.86,1.17,3216,6,15.97,23.54,1.18,3.19,1154,580,387,271,167
306,ad_id_1158,ad_set_047,60.27,0.65,31.57,43.89,13.86,1.11,1256,1,7.14,60.27,1.12,3.86,442,229,148,118,65
307,ad_id_893,ad_set_114,39.67,0.86,53.92,36.88,19.89,1.09,962,1,9.56,39.67,0.92,4.11,564,264,150,126,73
308,ad_id_925,ad_set_003,40.14,0.97,45.83,33.71,15.45,1.1,884,1,10.3,40.14,1.49,2.78,445,198,109,90,60
309,ad_id_1690,ad_set_019,91.18,1.19,50.75,38.92,19.75,1.15,2503,3,10.41,30.39,0.95,3.33,1462,757,421,341,221
310,ad_id_1024,ad_set_005,70.7,0.55,37.24,31.14,11.6,1.07,1374,1,6.82,70.7,1.57,3.07,546,233,146,110,85
311,ad_id_93,ad_set_052,10.66,0.0,51.98,35.24,18.32,1.09,186,0,0.0,0.0,2.13,2.48,105,56,25,21,18
312,ad_id_1083,ad_set_009,7.87,0.0,48.35,44.44,21.49,1.06,229,0,0.0,0.0,1.57,2.07,117,69,36,31,20
313,ad_id_1527,ad_set_017,0.54,0.0,52.94,22.22,11.76,1.0,17,0,0.0,0.0,0.0,0.0,9,4,1,1,1
314,ad_id_1571,ad_set_019,12.32,0.0,49.73,39.46,19.62,1.06,350,0,0.0,0.0,0.59,5.65,185,100,55,52,37
315,ad_id_336,ad_set_068,14.03,2.53,47.96,41.09,19.7,1.1,244,1,37.17,14.03,2.34,2.23,129,76,44,36,25
316,ad_id_177,ad_set_070,5.93,0.0,47.93,34.57,16.57,1.06,160,0,0.0,0.0,1.48,2.37,81,41,21,18,10
317,ad_id_670,ad_set_006,0.27,0.0,40.0,25.0,10.0,1.0,10,0,0.0,0.0,0.0,0.0,4,2,0,0,0
318,ad_id_295,ad_set_087,11.81,0.0,54.22,44.44,24.1,1.1,301,0,0.0,0.0,1.07,3.31,180,107,60,46,34
319,ad_id_964,ad_set_043,17.2,4.42,49.07,37.3,18.3,1.18,319,2,53.05,8.6,1.08,4.24,185,103,48,42,28
320,ad_id_500,ad_set_031,34.79,0.0,52.59,39.63,20.84,1.1,840,0,0.0,0.0,1.16,3.24,487,264,139,120,84
321,ad_id_1623,ad_set_049,6.47,0.0,55.22,35.14,19.4,1.02,131,0,0.0,0.0,2.16,2.24,74,36,21,18,9
322,ad_id_86,ad_set_063,13.56,0.0,47.59,45.57,21.69,1.08,308,0,0.0,0.0,1.13,3.61,158,91,50,41,32
323,ad_id_1403,ad_set_041,10.38,3.98,46.74,38.97,18.21,1.05,278,1,34.36,10.38,0.58,6.19,136,74,40,36,19
324,ad_id_763,ad_set_064,12.8,0.0,45.44,35.98,16.35,1.08,438,0,0.0,0.0,0.98,2.76,214,107,53,46,35
325,ad_id_1229,ad_set_053,0.13,0.0,37.5,33.33,12.5,1.0,8,0,0.0,0.0,0.0,0.0,3,2,0,0,0
326,ad_id_966,ad_set_017,1.35,0.0,44.44,35.71,15.87,1.02,62,0,0.0,0.0,1.35,1.59,28,13,9,6,3
327,ad_id_967,ad_set_086,19.94,0.0,46.26,38.57,17.84,1.04,435,0,0.0,0.0,1.66,2.64,210,105,63,49,32
328,ad_id_48,ad_set_118,5.75,0.0,46.26,29.29,13.55,1.03,208,0,0.0,0.0,0.72,3.74,99,38,23,20,14
329,ad_id_556,ad_set_019,59.18,1.89,50.17,38.02,19.07,1.13,1586,3,16.78,19.73,0.81,4.08,897,445,254,211,147
330,ad_id_926,ad_set_010,6.16,5.52,44.29,30.11,13.33,1.07,197,1,47.62,6.16,0.56,5.24,93,46,19,16,12
331,ad_id_1042,ad_set_086,2.08,0.0,50.7,52.78,26.76,1.01,70,0,0.0,0.0,0.69,4.23,36,22,15,13,10
332,ad_id_1411,ad_set_044,25.66,1.38,47.25,39.81,18.81,1.12,584,1,15.29,25.66,1.35,2.91,309,159,90,75,54
333,ad_id_21,ad_set_027,0.82,0.0,47.83,36.36,17.39,1.0,23,0,0.0,0.0,0.82,4.35,11,6,4,4,3
334,ad_id_507,ad_set_052,4.61,0.0,45.6,31.58,14.4,1.02,122,0,0.0,0.0,1.54,2.4,57,25,12,9,8
335,ad_id_1538,ad_set_016,5.83,0.0,54.07,38.36,20.74,1.06,127,0,0.0,0.0,0.97,4.44,73,35,23,16,12
336,ad_id_1720,ad_set_070,47.22,1.55,46.95,40.77,19.14,1.15,1053,2,16.5,23.61,1.43,2.72,569,296,174,143,85
337,ad_id_615,ad_set_067,5.46,0.0,38.53,45.24,17.43,1.05,104,0,0.0,0.0,0.78,6.42,42,31,16,11,8
338,ad_id_1705,ad_set_027,1.85,0.0,38.03,48.15,18.31,1.01,70,0,0.0,0.0,0.93,2.82,27,16,10,8,7
339,ad_id_1150,ad_set_029,19.06,1.86,46.54,42.38,19.72,1.08,535,1,17.3,19.06,1.0,3.29,269,144,79,65,36
340,ad_id_524,ad_set_110,5.67,0.0,48.18,40.91,19.71,1.05,131,0,0.0,0.0,1.89,2.19,66,37,20,12,4
341,ad_id_833,ad_set_074,5.61,0.0,41.27,28.21,11.64,1.07,176,0,0.0,0.0,1.12,2.65,78,31,15,14,6
342,ad_id_1500,ad_set_055,85.54,2.12,50.28,39.41,19.82,1.14,2374,4,14.73,21.39,0.67,4.68,1365,704,406,356,232
343,ad_id_78,ad_set_047,7.34,8.72,42.6,44.21,18.83,1.1,203,1,44.84,7.34,0.82,4.04,95,52,33,24,17
344,ad_id_1447,ad_set_027,17.85,0.0,48.18,27.03,13.02,1.09,352,0,0.0,0.0,1.12,4.17,185,74,39,24,19
345,ad_id_971,ad_set_071,18.02,0.0,51.91,53.99,28.03,1.02,307,0,0.0,0.0,2.0,2.87,163,95,59,37,28
346,ad_id_1082,ad_set_003,41.54,0.94,51.68,33.85,17.49,1.13,1005,1,8.83,41.54,1.01,3.62,585,259,140,98,58
347,ad_id_1488,ad_set_025,18615.08,2.41,35.24,48.69,17.16,2.83,182605,1070,20.72,17.4,0.75,4.79,182029,104114,67198,49502,30875
348,ad_id_1652,ad_set_002,2.62,0.0,43.75,33.33,14.58,1.0,48,0,0.0,0.0,2.62,2.08,21,9,6,4,4
349,ad_id_744,ad_set_017,6.37,0.0,47.92,28.26,13.54,1.02,188,0,0.0,0.0,2.12,1.56,92,29,16,10,6
350,ad_id_207,ad_set_018,16.52,0.0,43.94,37.93,16.67,1.09,424,0,0.0,0.0,0.97,3.68,203,84,59,38,27
351,ad_id_820,ad_set_086,1.78,0.0,57.69,33.33,19.23,1.0,26,0,0.0,0.0,0.89,7.69,15,7,4,4,3
352,ad_id_549,ad_set_016,11.81,0.0,47.08,28.93,13.62,1.04,248,0,0.0,0.0,1.97,2.33,121,44,27,20,15
353,ad_id_1667,ad_set_038,5.94,0.0,42.07,34.43,14.48,1.1,132,0,0.0,0.0,2.97,1.38,61,27,16,12,9
354,ad_id_1006,ad_set_044,1.58,0.0,47.62,25.0,11.9,1.02,41,0,0.0,0.0,0.0,0.0,20,6,4,2,2
355,ad_id_1626,ad_set_028,13.54,4.28,44.41,25.19,11.18,1.07,283,1,32.89,13.54,1.23,3.62,135,41,26,23,17
356,ad_id_704,ad_set_020,8.81,0.0,39.77,35.71,14.2,1.04,170,0,0.0,0.0,1.1,4.55,70,27,21,13,8
357,ad_id_1540,ad_set_017,0.67,0.0,27.27,33.33,9.09,1.0,11,0,0.0,0.0,0.0,0.0,3,1,0,0,0
358,ad_id_858,ad_set_059,2.66,0.0,48.28,50.0,24.14,1.0,29,0,0.0,0.0,0.0,0.0,14,7,5,5,2
359,ad_id_124,ad_set_070,0.02,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
360,ad_id_1655,ad_set_062,1.12,0.0,19.23,20.0,3.85,1.04,25,0,0.0,0.0,0.0,0.0,5,1,1,1,1
361,ad_id_366,ad_set_052,0.67,0.0,42.11,12.5,5.26,1.06,18,0,0.0,0.0,0.0,0.0,8,2,1,0,0
362,ad_id_404,ad_set_041,2.11,0.0,45.83,36.36,16.67,1.0,24,0,0.0,0.0,2.11,4.17,11,4,3,2,1
363,ad_id_314,ad_set_057,8.65,0.0,37.2,42.62,15.85,1.08,152,0,0.0,0.0,0.67,7.93,61,32,24,17,13
364,ad_id_1213,ad_set_038,0.69,0.0,29.41,60.0,17.65,1.0,17,0,0.0,0.0,0.0,0.0,5,3,3,2,1
365,ad_id_82,ad_set_102,19.81,0.0,34.21,44.06,15.07,1.1,381,0,0.0,0.0,1.24,3.83,143,72,49,36,19
366,ad_id_1649,ad_set_087,9.48,4.11,34.83,40.0,13.93,1.12,180,1,49.75,9.48,1.05,4.48,70,36,20,17,11
367,ad_id_1565,ad_set_014,5.85,0.0,39.74,46.67,18.54,1.09,139,0,0.0,0.0,1.46,2.65,60,33,17,12,6
368,ad_id_1069,ad_set_055,3.92,0.0,46.67,32.14,15.0,1.02,59,0,0.0,0.0,1.31,5.0,28,11,7,6,5
369,ad_id_1698,ad_set_049,1.37,0.0,34.78,50.0,17.39,1.05,22,0,0.0,0.0,0.0,0.0,8,4,4,3,2
370,ad_id_1630,ad_set_028,1.1,0.0,50.0,50.0,25.0,1.0,32,0,0.0,0.0,1.1,3.13,16,8,6,6,1
371,ad_id_370,ad_set_028,0.01,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
372,ad_id_330,ad_set_096,1.04,0.0,50.0,40.0,20.0,1.0,30,0,0.0,0.0,0.52,6.67,15,6,5,5,4
373,ad_id_762,ad_set_113,1.63,0.0,35.29,50.0,17.65,1.0,34,0,0.0,0.0,0.82,5.88,12,6,6,4,2
374,ad_id_1517,ad_set_038,0.01,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
375,ad_id_1503,ad_set_027,3.07,0.0,50.0,33.33,16.67,1.05,80,0,0.0,0.0,0.61,5.95,42,17,10,8,4
376,ad_id_1576,ad_set_068,1.58,0.0,51.28,30.0,15.38,1.0,39,0,0.0,0.0,0.79,5.13,20,8,6,4,4
377,ad_id_547,ad_set_002,3.31,0.0,37.61,21.95,8.26,1.01,108,0,0.0,0.0,3.31,0.92,41,11,7,5,2
378,ad_id_1642,ad_set_001,0.57,0.0,50.0,20.0,10.0,1.0,10,0,0.0,0.0,0.0,0.0,5,1,1,1,0
379,ad_id_1318,ad_set_087,1.12,0.0,52.94,22.22,11.76,1.0,34,0,0.0,0.0,0.56,5.88,18,5,3,1,1
380,ad_id_376,ad_set_028,0.43,0.0,45.45,20.0,9.09,1.0,22,0,0.0,0.0,0.0,0.0,10,3,2,1,1
381,ad_id_1149,ad_set_070,0.82,0.0,52.17,50.0,26.09,1.0,23,0,0.0,0.0,0.82,4.35,12,8,4,4,4
382,ad_id_533,ad_set_052,1.91,0.0,51.92,40.74,21.15,1.0,52,0,0.0,0.0,1.91,1.92,27,13,10,6,4
383,ad_id_592,ad_set_033,2.45,0.0,37.78,26.47,10.0,1.03,87,0,0.0,0.0,0.0,0.0,34,10,8,5,3
384,ad_id_980,ad_set_001,0.81,0.0,40.0,40.0,16.0,1.04,24,0,0.0,0.0,0.41,8.0,10,5,4,4,4
385,ad_id_1298,ad_set_071,7.59,0.0,46.3,29.33,13.58,1.05,154,0,0.0,0.0,1.52,3.09,75,26,14,12,6
386,ad_id_272,ad_set_103,0.72,0.0,43.48,30.0,13.04,1.0,23,0,0.0,0.0,0.0,0.0,10,5,1,1,0
387,ad_id_493,ad_set_083,0.18,0.0,22.22,0.0,0.0,1.0,9,0,0.0,0.0,0.0,0.0,2,0,0,0,0
388,ad_id_186,ad_set_072,0.72,0.0,37.5,33.33,12.5,1.0,24,0,0.0,0.0,0.72,4.17,9,4,1,0,0
389,ad_id_65,ad_set_092,0.02,0.0,40.0,0.0,0.0,1.0,5,0,0.0,0.0,0.0,0.0,2,0,0,0,0
390,ad_id_805,ad_set_064,3.82,0.0,48.48,25.0,12.12,1.0,132,0,0.0,0.0,0.96,3.03,64,24,11,8,6
391,ad_id_570,ad_set_004,1.14,0.0,42.65,17.24,7.35,1.01,67,0,0.0,0.0,0.0,0.0,29,6,4,1,1
392,ad_id_501,ad_set_001,0.15,0.0,46.15,33.33,15.38,1.0,13,0,0.0,0.0,0.0,0.0,6,2,1,1,1
393,ad_id_1591,ad_set_061,2.37,0.0,35.71,55.0,19.64,1.04,54,0,0.0,0.0,0.0,0.0,20,15,9,7,3
394,ad_id_1600,ad_set_001,11.05,0.0,42.72,26.67,11.39,1.07,295,0,0.0,0.0,0.92,3.8,135,48,25,20,12
395,ad_id_1102,ad_set_105,1.23,0.0,51.61,56.25,29.03,1.03,30,0,0.0,0.0,1.23,3.23,16,12,8,6,5
396,ad_id_439,ad_set_027,1.33,0.0,43.24,50.0,21.62,1.09,34,0,0.0,0.0,0.67,5.41,16,9,7,4,3
397,ad_id_340,ad_set_090,1.44,0.0,58.14,32.0,18.6,1.02,42,0,0.0,0.0,0.0,0.0,25,12,3,3,3
398,ad_id_1250,ad_set_063,0.59,0.0,45.45,40.0,18.18,1.0,11,0,0.0,0.0,0.3,18.18,5,2,2,2,2
399,ad_id_743,ad_set_022,2.62,0.0,43.08,42.86,18.46,1.05,62,0,0.0,0.0,1.31,3.08,28,15,11,6,4
400,ad_id_909,ad_set_016,0.98,0.0,41.38,58.33,24.14,1.04,28,0,0.0,0.0,0.0,0.0,12,7,6,3,2
401,ad_id_1002,ad_set_013,3.21,0.0,46.43,7.69,3.57,1.06,53,0,0.0,0.0,0.0,0.0,26,5,2,0,0
402,ad_id_911,ad_set_054,12.89,0.0,43.25,31.19,13.49,1.05,241,0,0.0,0.0,2.15,2.38,109,41,19,14,11
403,ad_id_866,ad_set_021,1.06,0.0,34.38,9.09,3.13,1.0,32,0,0.0,0.0,1.06,3.13,11,2,1,0,0
404,ad_id_342,ad_set_021,16.43,0.0,42.32,23.53,9.96,1.02,471,0,0.0,0.0,2.35,1.45,204,68,36,27,14
405,ad_id_1379,ad_set_076,1.95,0.0,39.22,30.0,11.76,1.11,46,0,0.0,0.0,0.65,5.88,20,6,3,2,2
406,ad_id_1442,ad_set_092,33.75,1.15,42.56,28.23,12.01,1.08,811,1,11.44,33.75,1.69,2.29,372,129,67,49,29
407,ad_id_28,ad_set_024,87.91,0.44,40.82,29.4,12.0,1.12,1850,1,4.82,87.91,1.42,2.99,847,314,175,132,94
408,ad_id_1454,ad_set_052,65.7,0.59,44.62,43.34,19.34,1.18,1124,1,7.52,65.7,2.74,1.81,593,294,160,108,71
409,ad_id_1287,ad_set_046,0.33,0.0,42.86,33.33,14.29,1.08,13,0,0.0,0.0,0.0,0.0,6,2,2,1,1
410,ad_id_1000,ad_set_029,0.75,0.0,42.42,21.43,9.09,1.0,33,0,0.0,0.0,0.0,0.0,14,4,3,3,1
411,ad_id_919,ad_set_073,19.56,0.0,37.4,25.85,9.67,1.06,597,0,0.0,0.0,1.78,1.74,236,79,43,31,21
412,ad_id_1470,ad_set_072,14.7,2.65,40.0,28.74,11.49,1.08,402,1,22.99,14.7,0.86,3.91,174,70,42,28,20
413,ad_id_1359,ad_set_007,114.01,2.97,42.48,27.65,11.75,1.16,2695,8,25.53,14.25,1.78,2.04,1331,460,274,212,138
414,ad_id_234,ad_set_080,47.51,2.46,42.15,26.88,11.33,1.11,1197,3,22.66,15.84,1.9,1.89,558,188,105,80,55
415,ad_id_110,ad_set_080,142.19,1.82,44.95,29.89,13.43,1.2,3219,6,15.5,23.7,1.25,2.94,1740,650,377,284,186
416,ad_id_1729,ad_set_047,36.92,1.06,43.15,28.71,12.39,1.08,915,1,10.15,36.92,1.27,2.94,425,157,89,67,49
417,ad_id_1610,ad_set_109,4.69,0.0,52.21,16.95,8.85,1.02,111,0,0.0,0.0,2.35,1.77,59,16,5,3,2
418,ad_id_706,ad_set_063,0.07,0.0,28.57,50.0,14.29,1.17,6,0,0.0,0.0,0.0,0.0,2,1,1,0,0
419,ad_id_1282,ad_set_099,0.82,0.0,71.43,20.0,14.29,1.0,14,0,0.0,0.0,0.0,0.0,10,3,1,1,1
420,ad_id_1201,ad_set_107,4.41,0.0,48.45,31.91,15.46,1.03,94,0,0.0,0.0,4.41,1.03,47,21,8,8,7
421,ad_id_1187,ad_set_111,7.38,0.0,59.38,30.26,17.97,1.05,122,0,0.0,0.0,7.38,0.78,76,26,8,6,6
422,ad_id_984,ad_set_049,0.19,0.0,37.5,33.33,12.5,1.0,8,0,0.0,0.0,0.0,0.0,3,1,0,0,0
423,ad_id_1414,ad_set_055,1.35,0.0,62.07,27.78,17.24,1.0,29,0,0.0,0.0,1.35,3.45,18,7,2,1,1
424,ad_id_952,ad_set_019,1.75,0.0,35.71,20.0,7.14,1.0,28,0,0.0,0.0,0.0,0.0,10,2,1,1,1
425,ad_id_1116,ad_set_068,21.24,0.0,36.1,26.44,9.54,1.1,438,0,0.0,0.0,0.97,4.56,174,69,34,21,18
426,ad_id_1370,ad_set_078,4.29,0.0,33.64,27.78,9.35,1.04,103,0,0.0,0.0,1.07,3.74,36,14,6,5,2
427,ad_id_1703,ad_set_103,1.13,0.0,30.3,20.0,6.06,1.03,32,0,0.0,0.0,0.0,0.0,10,2,0,0,0
428,ad_id_884,ad_set_033,0.49,0.0,52.38,18.18,9.52,1.0,21,0,0.0,0.0,0.0,0.0,11,2,1,1,1
429,ad_id_1160,ad_set_033,6.01,0.0,36.63,35.14,12.87,1.02,99,0,0.0,0.0,3.01,1.98,37,16,9,7,6
430,ad_id_837,ad_set_065,4.01,0.0,40.45,25.0,10.11,1.02,87,0,0.0,0.0,1.0,4.49,36,10,8,6,5
431,ad_id_125,ad_set_018,26.8,1.45,33.77,25.0,8.44,1.12,337,1,26.39,26.8,2.44,2.9,128,42,23,16,13
432,ad_id_583,ad_set_037,511.84,1.75,44.99,43.27,19.47,1.09,13313,21,14.47,24.37,1.03,3.44,6529,3421,2244,1750,1166
433,ad_id_1212,ad_set_024,711.82,1.56,48.89,46.43,22.7,1.08,18993,27,13.18,26.36,0.84,4.13,10012,5514,3687,2941,1994
434,ad_id_16,ad_set_018,1341.67,1.79,49.57,45.45,22.53,1.12,36480,59,14.5,22.74,0.89,3.71,20178,10903,7295,5696,3934
435,ad_id_1651,ad_set_062,1.86,0.0,74.19,30.43,22.58,1.0,31,0,0.0,0.0,0.62,9.68,23,10,7,5,4
436,ad_id_1305,ad_set_102,13.66,0.0,46.78,28.75,13.45,1.04,328,0,0.0,0.0,0.98,4.09,160,72,35,25,15
437,ad_id_1244,ad_set_029,0.44,0.0,58.33,35.71,20.83,1.0,24,0,0.0,0.0,0.22,8.33,14,6,5,4,4
438,ad_id_985,ad_set_081,4.52,0.0,51.02,24.0,12.24,1.03,95,0,0.0,0.0,1.51,3.06,50,17,9,5,3
439,ad_id_1351,ad_set_033,1.56,0.0,65.38,17.65,11.54,1.0,26,0,0.0,0.0,0.0,0.0,17,4,1,0,0
440,ad_id_1290,ad_set_081,3.9,0.0,66.2,36.17,23.94,1.0,71,0,0.0,0.0,0.0,0.0,47,21,6,4,4
441,ad_id_377,ad_set_048,3.62,0.0,57.95,33.33,19.32,1.05,84,0,0.0,0.0,0.91,4.55,51,20,12,7,4
442,ad_id_145,ad_set_083,0.49,0.0,62.5,30.0,18.75,1.0,16,0,0.0,0.0,0.0,0.0,10,3,1,1,1
443,ad_id_1354,ad_set_067,69.95,1.47,35.49,27.95,9.92,1.2,1254,2,13.32,34.98,1.89,2.46,533,208,110,79,58
444,ad_id_727,ad_set_058,1.54,0.0,34.21,23.08,7.89,1.06,36,0,0.0,0.0,1.54,2.63,13,3,1,0,0
445,ad_id_296,ad_set_031,4.97,0.0,38.0,26.32,10.0,1.04,96,0,0.0,0.0,2.49,2.0,38,17,8,7,6
446,ad_id_1528,ad_set_050,1.64,0.0,42.42,14.29,6.06,1.0,33,0,0.0,0.0,1.64,3.03,14,5,2,0,0
447,ad_id_19,ad_set_088,3.36,0.0,33.9,15.0,5.08,1.05,56,0,0.0,0.0,0.0,0.0,20,3,3,1,1
448,ad_id_1426,ad_set_092,0.34,0.0,30.0,0.0,0.0,1.0,10,0,0.0,0.0,0.0,0.0,3,0,0,0,0
449,ad_id_1710,ad_set_004,1.83,0.0,34.04,37.5,12.77,1.02,46,0,0.0,0.0,0.0,0.0,16,8,5,4,3
450,ad_id_1283,ad_set_090,4.99,0.0,49.45,22.22,10.99,1.02,89,0,0.0,0.0,1.66,3.3,45,10,8,6,4
451,ad_id_622,ad_set_098,4.37,0.0,58.33,25.71,15.0,1.02,118,0,0.0,0.0,2.19,1.67,70,24,9,7,4
452,ad_id_1563,ad_set_087,4.84,0.0,55.26,50.79,28.07,1.03,111,0,0.0,0.0,0.81,5.26,63,35,23,14,9
453,ad_id_1367,ad_set_100,17.57,0.0,42.68,28.49,12.16,1.1,367,0,0.0,0.0,1.95,2.23,172,61,37,28,21
